,filename,title,incident_start_time,incident_detected_time,incident_end_time,severity_level,summary,incident_duration,time_to_detect,time_to_resolve,services,service_impact_type,components,component_root_cause,impact,user_impact_type,root_cause,category_root_cause,symptom,symptom_type
31,2022-05-25_de.wikipedia.org.wikitext,Increased Load on DB Server Causing 503 Responses,2023-02-20 20:04:00,2023-02-20 20:04:00,2023-02-20 20:14:00,Sev(2),"An increase in POST requests to de.wikipedia.org caused increased load on one of the database servers, resulting in slower responses or errors for some logged-in users and non-cached pages for 6 minutes.",00:10:00,00:00:00,00:10:00,"text-https,text-https,text-https",Content Delivery Network (CDN) and Edge Cache,"DB servers,php-fpm workers,appservers","Databases, Web Servers & Application Layers, Web Servers & Application Layers","For 6 minutes, a portion of logged-in users and non-cached pages experienced slower response times or errors due to the increased load on one of the databases.","Partial Service Outage, Elevated Response Times and Latencies, Increased Error Rates, Storage and Database Failures",An increase in POST requests to de.wikipedia.org caused a spike in database queries to s5 that overloaded php-fpm workers.,"Unexpected Traffic Surges, Capacity Overloads",The issue was detected by automated monitoring alerts including 'Service text-https:443 has failed probes' and 'FrontendUnavailable: HAProxy (cache_text) has reduced HTTP availability'.,"Service Probes and Health Checks Failures, Network Connectivity Problems, Cache Layer Anomalies"
32,2022-06-30_asw-a4-codfw_accidental_power_cycle.wikitext,Network Connectivity Loss in A4-codfw Rack,2022-06-30 15:23:00,2022-06-30 15:23:00,2022-06-30 15:41:00,Sev(3),Network connectivity for the A4 codfw server rack went down due to full power loss of its switch. The issue was resolved in approximately 18 minutes with minimal impact on users.,00:18:00,00:00:00,00:18:00,Network services (A4-codfw rack),Other,"A4-codfw server rack,Network switch",Networking Equipment,"For approximately 18 minutes, servers in the A4-codfw rack lost network connectivity. Little to no external impact as affected services were either inactive in Codfw or had local redundancy.",Network Connectivity Problems,Full power loss of the A4 codfw server rack switch due to improper connection of the secondary power cord.,Hardware Failures,Lots of alert spam indicating network connectivity issues in the A4-codfw rack.,Network Connectivity Problems
33,2020-07-05_eqsin-router-crash.wikitext,Primary Hard Drive Failure on cr3-eqsin Router,2020-07-05 11:22:00,2020-07-05 11:22:00,2020-07-05 11:27:00,Sev(3),"On Sunday 5th at 11:22UTC, the primary hard drive of cr3-eqsin (one of the two Singapore POP routers) crashed, causing the router to reboot into its second disk with a factory default configuration. Everything failed over cleanly to the redundant router.",00:05:00,00:00:00,00:05:00,Network Connectivity,Other,"Primary Hard Drive,Primary Hard Drive","Networking Equipment, Other",We lost at max ~15000 requests/s in a 7min window.,"Partial Service Outage, Increased Error Rates",The primary hard drive of cr3-eqsin crashed.,Hardware Failures,"Host cr3-eqsin went DOWN with PING CRITICAL - Packet loss = 100%, triggering a paging alert.",Network Connectivity Problems
34,2020-05-22_thumbnails.wikitext,Memcached Configuration Issue in Wikimedia Commons,2020-05-22 00:28:00,2020-05-22 16:39:00,2020-05-22 22:24:00,Sev(3),"A change to the Memcached configuration in Wikimedia Commons led to a split-brain scenario due to incorrect classification of cache keys, causing issues with media uploads.",21:56:00,16:11:00,05:45:00,"Wikipedia,Wikipedia,Wikipedia,Wikipedia",Other,"Memcached,FileRepo,FileRepo","Caching Servers, Web Servers & Application Layers","About 10% of media uploads hit a race condition causing them to wrongly return a cached impression of the file not existing and thus unable to be inserted into articles. No data was lost. All affected files eventually became accessible either by themselves after a cache churn, or when our fix was deployed.","Cache Issues, Partial Service Outage","Cache keys relating to thumbnail metadata were incorrectly marked as 'local' instead of 'global', leading to inconsistent cache key distributions across Commons and Wikipedia.",Configuration Errors,"The issue was first detected when a user reported on the Commons Village Pump that some recently uploaded images couldn't be viewed from Wikipedia. Shortly after, tasks were created in Phabricator to track the problem. No automated alerts were triggered.",User Reported Problems
35,2022-10-04_jupyterhub-conda_outage.wikitext,Incident Report - Draft,2022-10-17 00:00:00,2022-10-17 00:00:00,2022-10-17 00:06:00,Sev(2),An incident occurred causing an outage that started at 00:00 UTC and ended at 00:06 UTC. The post-outage cleanup was finished by 00:15 UTC.,00:06:00,00:00:00,00:06:00,,Other,,Other,"The outage impacted users between 00:00 and 00:06 UTC. During this time, services were unavailable or partially degraded, leading to a poor user experience.","Complete Service Outage, Partial Service Outage",The specific root cause is not detailed in the provided document draft.,Other,Detection of the issue is not specified in the provided document draft.,Other
36,2022-05-26_Database_hardware_failure.wikitext,Incident T309286: Internal Service Outage Due to Faulty Memory Stick,2022-05-26 09:38:00,2022-05-26 09:38:00,2022-05-26 09:50:00,Sev(2),"For approximately 12 minutes on May 26, 2022, some internal services, including Bacula and Etherpad, were unavailable or operated at reduced capacity due to a reboot of db1128, the primary host of the m1 database section.",00:12:00,00:00:00,00:12:00,"Bacula,Etherpad",Other,"m1 database section,m1 database section",Databases,"For 12 minutes, internal services hosted on the m1 database (e.g., Etherpad) were unavailable or at reduced capacity.","Partial Service Outage, Storage and Database Failures","A faulty memory stick led to a reboot of db1128, which was the primary host of the m1 database.",Hardware Failures,The issue was first detected when users noticed unavailability or reduced capacity of services such as Bacula and Etherpad.,User Reported Problems
37,2022-07-13_brief_outbound_bandwidth_spike_eqsin.wikitext,Brief Bandwidth Spike at Eqsin Data Center,2022-07-13 13:42:00,2022-07-13 13:42:00,2022-07-13 14:09:00,Sev(2),Brief outbound bandwidth spike for upload in Eqsin data center (Singapore). Recovered by itself.,00:27:00,00:00:00,00:27:00,Image Serving,Media Storage and File Handling,Eqsin Data Center (Singapore),Other,"For 20 minutes, there was a small increase in error responses for images served from the Eqsin data center (Singapore).",Increased Error Rates,Outbound bandwidth spike for upload.,Unexpected Traffic Surges,Increase in error responses for images served from the Eqsin data center detected.,"Appserver Issues, Network Connectivity Problems, Cache Layer Anomalies"
38,2019-09-16_kubernetes-dns.wikitext,Partial Failures in Citoid and Cxserver Services,2019-09-16 13:43:00,2019-09-16 13:43:00,2019-09-16 14:29:00,Sev(2),Two services (citoid and cxserver) in eqiad experienced partial failures with citoid not augmenting results and cxserver not returning translations.,00:46:00,00:00:00,00:46:00,"citoid,cxserver",API and Application Servers,"calico-policy-controller,CoreDNS,helmfile","Containers & Kubernetes, Networking Equipment, Cluster Management",Citoid did not augment results with Zotero data for 46 minutes. cxserver did not return translations for use in ContentTranslation in eqiad for 35 minutes.,API Failures,Calico network policy rules were not correctly applied in eqiad due to a misconfiguration in the calico-policy-controller referencing the codfw datacenter.,Configuration Errors,"The issue was detected by both human observation and automated monitoring via Icinga alerts. Grafana dashboards indicated a partial outage for Citoid, and cxserver also triggered alerts.","Service Probes and Health Checks Failures, User Reported Problems"
39,2023-02-07_mediawiki.page-undelete_event_stream.wikitext,Incident on MediaWiki EventBus Extension Impacting WDQS and WCQS,2022-10-31 00:00:00,2023-02-07 00:00:00,2023-02-07 00:00:00,Sev(2),"On 2022-10-31, a change to the EventBus extension unregistered the hook handler for the mediawiki.page-undelete stream, causing an outage that was not noticed for over 3 months.",2376:00:00,2376:00:00,00:00:00,"WDQS,WCQS,event.mediawiki_page_undelete table in Hive,stream.wikimedia.org","Wikidata Query Service, Wikidata Query Service, Database and Data Analytics, API and Application Servers","EventBus extension,EventBus extension,EventBus extension",Other,The incident primarily affected WDQS and WCQS with inconsistencies in their downstream datastores. External consumers like the Internet Archive might have missed page undelete events. The Event.mediawiki_page_undelete table in Hive was empty for the affected period.,"Data Corruption or Loss, Other",The developer and reviewers did not catch an accidental change to extension.json that unregistered the EventBusHooks:onPageUndelete hook handler.,Configuration Errors,"A user reported inconsistencies in WDQS results on 2023-02-07, which led to the discovery of the issue.",User Reported Problems
40,2023-09-20_mw-page-content-change-enrich.wikitext,Network Timeout Issue Affecting mw-page-content-change-enrich,2023-09-19 15:00:00,2023-09-19 15:00:00,2023-09-20 12:00:00,Sev(2),The mw-page-content-change-enrich (flink) app failed to start in eqiad (passive DC) due to a network timeout with a dependent service (thanos-swift).,21:00:00,00:00:00,21:00:00,"mw-page-content-change-enrich,thanos-swift","Database and Data Analytics, Media Storage and File Handling","eqiad (passive DC),k8s operator,network egress rules","Databases, Containers & Kubernetes, Networking Equipment",There was no impact on the application SLO. This incident manifested on the passive DC deployment. The active DC deployment had no SLI degradation. Clients were not affected.,Other,"Incorrect egress rules caused a network timeout with the dependent service swift-thanos, resulting in the k8s operator's failure to start the mw-page-content-change-enrich app in the passive DC.","Configuration Errors, External Service Failures",Alerts were fired based on Prometheus metrics.,Other
41,2024-06-12_WMCS_toolforge_k8s_control_plane.wikitext,Kyverno Policy Overload Impacts Toolforge Kubernetes,2024-06-12 16:35:00,2024-06-12 16:40:00,2024-06-12 17:13:00,Sev(4),System-wide renaming of Kyverno policies overloaded Toolforge Kubernetes control nodes rendering API unresponsive. Lack of working Kubernetes API prevented rollback.,00:38:00,00:05:00,00:33:00,Toolforge,Cloud Services and Virtual Private Servers (VPS),"Kyverno policies,Kubernetes control nodes,Kubernetes control nodes,Registry admission webhook,k8s control nodes (tools-k8s-control-[7,8,9]),coredns","Containers & Kubernetes, Cluster Management","All Toolforge users were impacted. While running webservices/jobs were somewhat alive and reachable, no jobs or webservices could be created, or operated in any way.","Partial Service Outage, API Failures",System-wide renaming of Kyverno policies combined with lifted resource limits on Kyverno overloaded the k8s API server.,"Configuration Errors, Capacity Overloads",Detected by Arturo when the k8s API became unresponsive during ongoing deployment work. Some alerts followed but only after the incident was open and fixes in progress.,"Network Connectivity Problems, Service Probes and Health Checks Failures"
42,2022-12-13_sessionstore.wikitext,Sessionstore Outage - 2022-12-13,2022-12-13 12:15:00,2022-12-13 12:15:00,2022-12-13 12:24:00,Sev(2),"A wrong configuration change caused sessionstore pods to be unschedulable in our WikiKube cluster, resulting in failed edits across all projects for 9 minutes.",00:09:00,00:00:00,00:09:00,"WikiKube Cluster,All projects",Other,"sessionstore,sessionstore,Kubernetes Nodes","Databases, Containers & Kubernetes",All users were unable to edit for a period of 9 minutes.,Complete Service Outage,A configuration change for MatchNodeSelector caused sessionstore pods to be unschedulable due to node affinity for specific rack rows.,Configuration Errors,Automated monitoring detected the issue with an alert for failed probes: (ProbeDown) firing: Service sessionstore:8081 has failed probes (http_sessionstore_ip4) #page.,Service Probes and Health Checks Failures
